timestamp,open,high,low,close,volume
2022-11-02,229.4600,231.3000,220.0400,220.1000,38407008
2022-11-01,234.6000,235.7400,227.3250,228.1700,30592271
2022-10-31,233.7600,234.9200,231.1500,232.1300,28357265
2022-10-28,226.2400,236.6000,226.0500,235.8700,40647724
2022-10-27,231.0400,233.6900,225.7800,226.7500,40424645
2022-10-26,231.1700,238.3000,230.0600,231.3200,82684846
2022-10-25,247.2600,251.0400,245.8300,250.6600,34775505
2022-10-24,243.7600,247.8400,241.2950,247.2500,24911212
2022-10-21,234.7400,243.0000,234.5000,242.1200,26299733
2022-10-20,235.7700,241.3100,234.8700,236.1500,21811015
2022-10-19,237.0400,239.6100,234.2900,236.4800,19985698
2022-10-18,243.2400,243.9300,235.3700,238.5000,26329591
2022-10-17,235.8200,238.9600,235.1350,237.5300,28142268
2022-10-14,235.5400,237.2400,228.3400,228.5600,30198588
2022-10-13,219.8500,236.1000,219.1300,234.2400,42551818
2022-10-12,225.4000,227.8600,223.9600,225.7500,21903937
2022-10-11,227.6200,229.0600,224.1100,225.4100,30473954
2022-10-10,233.0500,234.5590,226.7300,229.2500,29743608
2022-10-07,240.9020,241.3200,233.1700,234.2400,37769602
2022-10-06,247.9300,250.3400,246.0800,246.7900,20239886
2022-10-05,245.9900,250.5800,244.1000,249.2000,20347136
2022-10-04,245.0900,250.3600,244.9750,248.8800,34888416
2022-10-03,235.4100,241.6100,234.6600,240.7400,28880357
2022-09-30,238.2900,240.5400,232.7300,232.9000,35694832
2022-09-29,238.8900,239.9500,234.4100,237.5000,27484233
2022-09-28,236.8100,242.3300,234.7300,241.0700,29029679
2022-09-27,239.9800,241.8000,234.5000,236.4100,27018732
2022-09-26,237.0450,241.4500,236.9000,237.4500,27694190
2022-09-23,239.5400,241.1300,235.2000,237.9200,34176048
2022-09-22,237.8704,243.8600,237.5700,240.9800,30927092
2022-09-21,244.2700,247.6600,238.9000,238.9500,28625557
2022-09-20,242.0650,243.5100,239.6400,242.4500,26660299
2022-09-19,242.4650,245.1400,240.8500,244.5200,26826931
2022-09-16,244.2600,245.3000,242.0627,244.7400,39791768
2022-09-15,249.7700,251.4000,244.0200,245.3800,31530948
2022-09-14,253.5300,254.2300,249.8600,252.2200,23912954
2022-09-13,258.8400,260.4000,251.5900,251.9900,33353318
2022-09-12,265.7800,267.4500,265.1600,266.6500,18747690
2022-09-09,260.5000,265.2300,260.2900,264.4600,22093190
2022-09-08,257.5100,260.4300,254.7900,258.5200,20319911
2022-09-07,254.7000,258.8300,253.2200,258.0900,24126700
2022-09-06,256.2000,257.8300,251.9400,253.2500,21283869
2022-09-02,261.6950,264.7400,254.4700,256.0600,22855380
2022-09-01,258.8700,260.8900,255.4100,260.4000,23263431
2022-08-31,265.3900,267.1100,261.3300,261.4700,24791834
2022-08-30,266.6700,267.0500,260.6600,262.9700,22767071
2022-08-29,265.8500,267.4000,263.8500,265.2300,20121371
2022-08-26,279.0800,280.3400,267.9800,268.0900,27549307
2022-08-25,277.3300,279.0200,274.5200,278.8500,16583407
2022-08-24,275.4100,277.2300,275.1100,275.7900,18137019
2022-08-23,276.4400,278.8600,275.4000,276.4400,17527409
2022-08-22,282.0800,282.4600,277.2200,277.7500,25061070
2022-08-19,288.9000,289.2500,285.5600,286.1500,20570033
2022-08-18,290.1890,291.9100,289.0800,290.1700,17186192
2022-08-17,289.7400,293.3500,289.4700,291.3200,18253358
2022-08-16,291.9900,294.0400,290.4200,292.7100,18102882
2022-08-15,291.0000,294.1800,290.1100,293.4700,18085654
2022-08-12,288.4800,291.9100,286.9400,291.9100,22619675
2022-08-11,290.8500,291.2100,286.5100,287.0200,20065938
2022-08-10,288.1700,289.8100,286.9400,289.1600,24687845
2022-08-09,279.6400,283.0800,277.6100,282.3000,23405238
2022-08-08,284.0500,285.9200,279.3200,280.3200,18757818
2022-08-05,279.1500,283.6500,278.6800,282.9100,16774606
2022-08-04,281.8000,283.8000,280.1677,283.6500,18098668
2022-08-03,276.7600,283.5000,276.6100,282.4700,23518874
2022-08-02,276.0000,277.8900,272.3800,274.8200,22754184
2022-08-01,277.8200,281.2800,275.8400,278.0100,21539580
2022-07-29,277.7000,282.0000,276.6300,280.7400,32152752
2022-07-28,269.7500,277.8400,267.8700,276.4100,33459327
