timestamp,open,high,low,close,volume
2022-11-02,36.0700,37.2750,35.9500,36.0900,57380608
2022-11-01,36.4400,36.7600,36.1100,36.2000,29913153
2022-10-31,36.0000,36.3300,35.8100,36.0400,32565539
2022-10-28,36.0400,36.3000,35.6400,36.1800,31659107
2022-10-27,36.1500,36.3700,35.7700,35.8700,35261850
2022-10-26,35.4200,36.0900,35.3500,35.7000,41113536
2022-10-25,34.7400,35.5800,34.5300,35.3900,37132262
2022-10-24,35.1100,35.2600,34.7050,35.0700,33765556
2022-10-21,33.5600,35.0400,33.5600,34.9500,54870269
2022-10-20,33.9800,34.6250,33.5900,33.7000,39549112
2022-10-19,34.5800,34.8300,33.7700,33.9200,43139852
2022-10-18,34.9800,35.3599,34.2800,34.8800,81937931
2022-10-17,33.3600,33.8700,32.8700,33.6200,88896788
2022-10-14,31.8100,32.6300,31.5700,31.7000,58172786
2022-10-13,29.4100,31.7700,29.3100,31.6900,67671021
2022-10-12,29.6400,30.3099,29.4800,29.8600,36137903
2022-10-11,30.3700,30.4700,29.5700,29.7700,58123991
2022-10-10,30.9000,31.0450,30.3500,30.6600,37669106
2022-10-07,31.1700,31.2400,30.5250,30.7500,52304648
2022-10-06,31.6000,31.8800,31.3619,31.4600,40891904
2022-10-05,31.5400,32.0300,31.4500,31.9200,35791137
2022-10-04,31.7200,32.5200,31.6600,32.3800,39758744
2022-10-03,30.5900,31.2800,30.2000,31.0900,34591712
2022-09-30,30.7600,31.1900,30.1650,30.2000,42294080
2022-09-29,30.6900,30.8984,30.2100,30.6600,35220878
2022-09-28,30.5300,31.3100,30.3900,31.0700,38372850
2022-09-27,31.2700,31.3679,30.2950,30.5700,43396576
2022-09-26,31.3200,31.8200,30.6814,31.0300,40360232
2022-09-23,31.9300,32.0900,31.2100,31.7300,55316073
2022-09-22,33.3100,33.4200,32.3900,32.5000,46959166
2022-09-21,34.3100,34.4000,33.1200,33.1500,51667806
2022-09-20,34.5000,34.7786,33.8800,34.1700,33591050
2022-09-19,33.7200,34.8700,33.6300,34.6900,29781993
2022-09-16,34.1900,34.2300,33.6600,34.1200,54281841
2022-09-15,33.7900,34.8950,33.7000,34.5100,44863253
